    °„C	        No	    CH0	            CH1	            CH2	            CH3
41.251	378	0.1201989722	1203.2925905760	0.4610516108	-0.3031612815
41.276	379	0.1202091050	1202.0928384121	0.4609855688	-0.3031298103
41.300	380	0.1202187610	1200.8899570042	0.4609233416	-0.3031033458
41.335	381	0.1202324700	1199.6883272939	0.4608589685	-0.3030748548
41.361	382	0.1202429605	1198.4866975836	0.4607934034	-0.3030517282
41.389	383	0.1202541661	1197.2950814542	0.4607303417	-0.3030221643
41.424	384	0.1202681136	1196.1009619296	0.4606642998	-0.3029973688
41.450	385	0.1202784848	1194.9087199514	0.4606014765	-0.3029729308
41.473	386	0.1202877832	1193.7183555197	0.4605359114	-0.3029473008
41.506	387	0.1203011346	1192.5279910879	0.4604717768	-0.3029117765
41.532	388	0.1203115058	1191.3407559002	0.4604082382	-0.3028713645
41.567	389	0.1203255725	1190.1566499565	0.4603441036	-0.3028321447
41.596	390	0.1203370166	1188.9731698616	0.4602775848	-0.3027855338
41.617	391	0.1203452420	1187.7928190108	0.4602153576	-0.3027370156
41.648	392	0.1203579974	1186.6105906135	0.4601508653	-0.3026936235
41.675	393	0.1203686071	1185.4358724019	0.4600849426	-0.3026454629
41.705	394	0.1203806472	1184.2630317368	0.4600215232	-0.3025914611
41.734	395	0.1203920913	1183.0876876764	0.4599582231	-0.3025396051
41.764	396	0.1204042506	1181.9148470113	0.4598942077	-0.3025071801
41.785	397	0.1204125953	1180.7495165318	0.4598304307	-0.3024764241
41.815	398	0.1204247546	1179.5785534131	0.4597665346	-0.3024435224
41.843	399	0.1204357219	1178.4144746312	0.4597027576	-0.3024295749
41.865	400	0.1204444242	1177.2472666053	0.4596383846	-0.3023996533
41.896	401	0.1204570604	1176.0850653699	0.4595753228	-0.3023671092
41.930	402	0.1204704118	1174.9272450761	0.4595114267	-0.3023379029
41.954	403	0.1204801870	1173.7662955383	0.4594459808	-0.3023281278
41.980	404	0.1204905582	1172.6141078838	0.4593830382	-0.3023144187
42.008	405	0.1205017639	1171.4594168341	0.4593197381	-0.3023002328
42.033	406	0.1205116582	1170.3059774820	0.4592559611	-0.3022835435
42.064	407	0.1205240560	1169.1556673739	0.4591915881	-0.3022663773
42.087	408	0.1205332351	1168.0059831146	0.4591288840	-0.3022519530
42.109	409	0.1205422950	1166.8575505529	0.4590639150	-0.3022325219
42.136	410	0.1205529046	1165.7122472353	0.4590012109	-0.3022135676
42.172	411	0.1205673290	1164.5713248593	0.4589399373	-0.3021964015
42.195	412	0.1205766273	1163.4278990881	0.4588756835	-0.3021747054
42.224	413	0.1205880714	1162.2857250146	0.4588126218	-0.3021563472
42.256	414	0.1206008268	1161.1529386731	0.4587483680	-0.3021372737
42.278	415	0.1206095291	1160.0113904483	0.4586854254	-0.3021167697
42.305	416	0.1206203771	1158.8798558044	0.4586189067	-0.3020991267
42.339	417	0.1206342054	1157.7458177653	0.4585591828	-0.3020755233
42.366	418	0.1206450534	1156.6224191560	0.4584929024	-0.3020533503
42.390	419	0.1206543518	1155.4890069657	0.4584288870	-0.3020299853
42.416	420	0.1206649614	1154.3662342051	0.4583682095	-0.3020074548
42.444	421	0.1206761671	1153.2403322005	0.4583016907	-0.3019868315
42.482	422	0.1206911874	1152.1169335912	0.4582401787	-0.3019664468
42.504	423	0.1206998897	1150.9960383770	0.4581765210	-0.3019467772
42.527	424	0.1207091880	1149.8757690117	0.4581154858	-0.3019247235
42.562	425	0.1207231355	1148.7561254952	0.4580501591	-0.3019029082
42.588	426	0.1207335067	1147.6396112227	0.4579886471	-0.3018785895
42.613	427	0.1207435203	1146.5268520431	0.4579252278	-0.3018562974
42.640	428	0.1207543684	1145.4197255027	0.4578608547	-0.3018343629
42.659	429	0.1207618785	1144.3057146255	0.4577980314	-0.3018113555
42.688	430	0.1207734418	1143.1935812946	0.4577338968	-0.3017660559
42.714	431	0.1207841707	1142.0914615447	0.4576684509	-0.3017261208
42.747	432	0.1207970453	1140.9837091555	0.4576065813	-0.3016855897
42.785	433	0.1208125425	1139.8809635568	0.4575431620	-0.3016408862
42.810	434	0.1208225561	1138.7769662605	0.4574808155	-0.3015963019
42.832	435	0.1208310199	1137.6817308475	0.4574203764	-0.3015574397
42.854	436	0.1208399606	1136.5821144928	0.4573562418	-0.3015135706
42.882	437	0.1208512855	1135.4850015333	0.4572930609	-0.3014699400
42.912	438	0.1208630872	1134.3922695155	0.4572216545	-0.3014272631
42.940	439	0.1208744121	1133.2982858001	0.4571577583	-0.3013793410
42.971	440	0.1208865715	1132.2105605728	0.4571050678	-0.3013322533
43.003	441	0.1208994461	1131.1172027062	0.4570366417	-0.3012846888
43.025	442	0.1209081483	1130.0313550253	0.4569711958	-0.3012403429
43.050	443	0.1209182811	1128.9480107396	0.4569164787	-0.3012042225
43.079	444	0.1209297252	1127.8665440003	0.4568549667	-0.3011652411
43.099	445	0.1209378315	1126.7825738658	0.4567808185	-0.3011231602
43.125	446	0.1209482027	1125.7004812777	0.4567297969	-0.3010815561
43.146	447	0.1209565473	1124.6258988753	0.4566686426	-0.3010423363
43.173	448	0.1209673954	1123.5456838337	0.4566042695	-0.3010027588
43.201	449	0.1209786010	1122.4711014313	0.4565423999	-0.3009690226
43.228	450	0.1209894491	1121.3977707265	0.4564680133	-0.3009340942
43.264	451	0.1210039926	1120.3206849289	0.4564175878	-0.3008961857
43.289	452	0.1210138870	1119.2579936539	0.4563519035	-0.3008549393
43.318	453	0.1210254503	1118.1902955884	0.4562915836	-0.3008134544
43.343	454	0.1210353447	1117.1244750693	0.4562293563	-0.3007739962
43.369	455	0.1210457159	1116.0624096431	0.4561591420	-0.3007320345
43.403	456	0.1210591865	1115.0015959145	0.4561040673	-0.3006913841
43.428	457	0.1210692001	1113.9357753954	0.4560408864	-0.3006540716
43.458	458	0.1210813595	1112.8856010965	0.4559817586	-0.3006187857
43.483	459	0.1210913730	1111.8260390655	0.4559072528	-0.3005817116
43.508	460	0.1211015058	1110.7727355226	0.4558542046	-0.3005439222
43.535	461	0.1211121154	1109.7213095260	0.4557925734	-0.3005093515
43.557	462	0.1211210561	1108.6655025879	0.4557303462	-0.3004753769
43.591	463	0.1211344076	1107.6140765914	0.4556694302	-0.3004427135
43.628	464	0.1211493087	1106.5670315365	0.4556031499	-0.3004092157
43.655	465	0.1211601568	1105.5224898769	0.4555471215	-0.3003771484
43.668	466	0.1211652828	1104.4741931244	0.4554815564	-0.3003446043
43.692	467	0.1211749387	1103.4371616505	0.4554193291	-0.3003091991
43.724	468	0.1211875749	1102.3907424444	0.4553606782	-0.3002757013
43.755	469	0.1212002111	1101.3580919122	0.4552946362	-0.3002433956
43.777	470	0.1212086750	1100.3198087406	0.4552339587	-0.3002079904
43.804	471	0.1212197614	1099.2840289643	0.4551732811	-0.3001744926
43.829	472	0.1212296558	1098.2488750368	0.4551143918	-0.3001421869
43.857	473	0.1212409807	1097.2162245045	0.4550427470	-0.3001053512
43.885	474	0.1212520672	1096.1873290650	0.4549912485	-0.3000655353
43.897	475	0.1212567163	1095.1653179625	0.4549269947	-0.3000278652
43.924	476	0.1212674452	1094.1357966742	0.4548676285	-0.2999895990
43.952	477	0.1212786508	1093.1106563276	0.4548056397	-0.2999499023
43.978	478	0.1212892605	1092.0861418299	0.4547336373	-0.2999092519
44.006	479	0.1213003469	1091.0660082737	0.4546839270	-0.2998701513
44.031	480	0.1213102413	1090.0439971712	0.4546196732	-0.2998323619
44.055	481	0.1213200165	1089.0288704055	0.4545591148	-0.2997914731
44.076	482	0.1213282419	1088.0124919422	0.4544970068	-0.2997465312
44.104	483	0.1213394476	1086.9961134789	0.4544332298	-0.2997182786
44.136	484	0.1213522030	1085.9828642597	0.4543721947	-0.2996882379
44.166	485	0.1213642431	1084.9696150404	0.4543108019	-0.2996504485
44.192	486	0.1213744951	1083.9688827973	0.4542532238	-0.2996108711
44.219	487	0.1213854624	1082.9556335780	0.4541845592	-0.2995739162
44.239	488	0.1213933302	1081.9549013349	0.4541309151	-0.2995313585
44.272	489	0.1214068008	1080.9466589061	0.4540692838	-0.2994847476
44.293	490	0.1214150263	1079.9415457214	0.4540086063	-0.2994376599
44.319	491	0.1214253975	1078.9439427223	0.4539474519	-0.2993917644
44.342	492	0.1214345766	1077.9450880256	0.4538798603	-0.2993443191
44.368	493	0.1214450670	1076.9449816313	0.4538241895	-0.2993191659
44.394	494	0.1214553190	1075.9492561787	0.4537629160	-0.2992928206
44.424	495	0.1214672399	1074.9516531796	0.4537017616	-0.2992674291
44.455	496	0.1214796377	1073.9621862151	0.4536408456	-0.2992398917
44.474	497	0.1214871479	1072.9702158553	0.4535801681	-0.2992153346
44.511	498	0.1215022875	1071.9826264371	0.4535199674	-0.2991874396
44.536	499	0.1215120626	1070.9931594725	0.4534585746	-0.2991631209
44.566	500	0.1215239836	1070.0049442056	0.4533977779	-0.2991352260
44.588	501	0.1215328051	1069.0217357291	0.4533307823	-0.2991079270
44.609	502	0.1215412689	1068.0404047990	0.4532767804	-0.2990795552
44.633	503	0.1215506865	1067.0603255665	0.4532158645	-0.2990544021
44.664	504	0.1215634418	1066.0789946365	0.4531563791	-0.2990237653
44.688	505	0.1215729786	1065.1014187992	0.4530934365	-0.2989893138
44.710	506	0.1215816809	1064.1263463572	0.4530321630	-0.2989621341
44.741	507	0.1215939594	1063.1544031593	0.4529725583	-0.2989351928
44.764	508	0.1216033770	1062.1805824149	0.4529124768	-0.2989058673
44.790	509	0.1216136290	1061.2048841241	0.4528531106	-0.2988753497
44.815	510	0.1216236425	1060.2398252630	0.4527889760	-0.2988487660
44.843	511	0.1216348482	1059.2691337627	0.4527322324	-0.2988189637
44.869	512	0.1216453386	1058.3015715064	0.4526700051	-0.2987916648
44.889	513	0.1216533257	1057.3433969822	0.4526130231	-0.2987595975
44.914	514	0.1216629816	1056.3789639699	0.4525518687	-0.2987222850
44.948	515	0.1216768099	1055.4132792600	0.4524882109	-0.2986765086
44.977	516	0.1216883732	1054.4507237941	0.4524309905	-0.2986325204
44.996	517	0.1216960026	1053.5000594556	0.4523698361	-0.2985912739
45.030	518	0.1217094732	1052.5381298386	0.4523107083	-0.2985532462
45.050	519	0.1217173410	1051.5837104072	0.4522493155	-0.2985140263
45.075	520	0.1217273546	1050.6311685223	0.4521889956	-0.2984730183
45.105	521	0.1217395140	1049.6792524862	0.4521286757	-0.2984345137
45.131	522	0.1217496468	1048.7260847524	0.4520705016	-0.2983944594
45.155	523	0.1217595411	1047.7810530532	0.4520088704	-0.2983565508
45.183	524	0.1217705084	1046.8266336218	0.4519493849	-0.2983174502
45.206	525	0.1217796875	1045.8828536202	0.4518878729	-0.2982762038
45.228	526	0.1217886282	1044.9396994674	0.4518285067	-0.2982360302
45.253	527	0.1217986418	1043.9965453146	0.4517717631	-0.2981938301
45.279	528	0.1218088938	1043.0583979522	0.4517091782	-0.2981387554
45.308	529	0.1218203379	1042.1133662530	0.4516507656	-0.2980783163
45.335	530	0.1218311859	1041.1808515299	0.4515892536	-0.2980202614
45.362	531	0.1218420340	1040.2427041675	0.4515309603	-0.2979616104
45.403	532	0.1218583656	1039.3039309564	0.4514714749	-0.2979028403
45.419	533	0.1218649222	1038.3664094428	0.4514109165	-0.2978519379
45.439	534	0.1218727900	1037.4414049054	0.4513508350	-0.2977976977
45.469	535	0.1218847109	1036.5082643335	0.4512930185	-0.2977408348
45.494	536	0.1218948437	1035.5782530056	0.4512353212	-0.2976854025
45.531	537	0.1219096256	1034.6532484682	0.4511715443	-0.2976317583
45.551	538	0.1219174935	1033.7251146868	0.4511134893	-0.2975763260
45.579	539	0.1219289376	1032.7982326030	0.4510526926	-0.2975200592
45.600	540	0.1219370438	1031.8801124024	0.4509922535	-0.2974618851
45.628	541	0.1219483687	1030.9532303186	0.4509336025	-0.2974045454
45.656	542	0.1219593359	1030.0351101181	0.4508731634	-0.2973452984
45.678	543	0.1219683958	1029.1138606735	0.4508153469	-0.2972889124
45.698	544	0.1219761444	1028.1976180194	0.4507568151	-0.2972501694
45.731	545	0.1219894959	1027.2794978189	0.4506993562	-0.2972072540
45.753	546	0.1219980789	1026.3626293160	0.4506377250	-0.2971304832
45.773	547	0.1220061852	1025.4513934524	0.4505764515	-0.2971052108
45.799	548	0.1220167948	1024.5420351352	0.4505203039	-0.2970822035
45.824	549	0.1220265700	1023.6320509691	0.4504602224	-0.2970566927
45.848	550	0.1220363451	1022.7239443495	0.4504014522	-0.2969844518
45.871	551	0.1220451666	1021.8120826371	0.4503419668	-0.2969265161
45.900	552	0.1220568491	1020.9089828079	0.4502841503	-0.2968681036
45.922	553	0.1220655514	1020.0027537348	0.4502243072	-0.2968203006
45.957	554	0.1220797373	1019.1040348473	0.4501651794	-0.2967891870
45.978	555	0.1220880820	1018.1984316229	0.4501074821	-0.2967541395
45.999	556	0.1220964266	1017.2965834914	0.4500448972	-0.2967236219
46.022	557	0.1221057249	1016.4003679991	0.4499876767	-0.2966916738
46.053	558	0.1221182419	1015.5035266580	0.4499312907	-0.2966599641
46.082	559	0.1221296860	1014.6060594682	0.4498685867	-0.2966276584
46.101	560	0.1221371962	1013.7135990687	0.4498124391	-0.2966025052
46.125	561	0.1221468521	1012.8180094253	0.4497514039	-0.2965606628
46.155	562	0.1221586539	1011.9274265723	0.4496935874	-0.2965279994
46.175	563	0.1221666409	1011.0349661729	0.4496351748	-0.2964906869
46.205	564	0.1221788002	1010.1481384127	0.4495760470	-0.2964527784
46.228	565	0.1221880986	1009.2606848038	0.4495176345	-0.2964401422
46.256	566	0.1221990658	1008.3694761020	0.4494583875	-0.2964351354
46.277	567	0.1222076489	1007.4857775859	0.4493987828	-0.2964052139
46.304	568	0.1222181393	1006.6058341626	0.4493413239	-0.2963797031
46.332	569	0.1222294642	1005.7227614953	0.4492796927	-0.2963575301
46.349	570	0.1222363783	1004.8396888280	0.4492241412	-0.2963279662
46.376	571	0.1222471072	1003.9622487999	0.4491650134	-0.2963025747
46.406	572	0.1222591473	1003.0898155624	0.4491060048	-0.2962758718
46.425	573	0.1222666575	1002.2061170462	0.4490479499	-0.2962491689
46.449	574	0.1222761942	1001.3374389015	0.4489877492	-0.2962191281
46.483	575	0.1222897841	1000.4631281175	0.4489325553	-0.2961920676
46.508	576	0.1222997977	999.5931982752	0.4488733082	-0.2961616693
46.530	577	0.1223086192	998.7213908864	0.4488153725	-0.2961329398
46.560	578	0.1223206593	997.8552161369	0.4487550526	-0.2961014686
46.584	579	0.1223299576	996.9827828993	0.4486991435	-0.2960725007
46.602	580	0.1223371102	996.1159823010	0.4486408501	-0.2960401950
46.624	581	0.1223459317	995.2529367955	0.4485789805	-0.2960095582
46.645	582	0.1223545147	994.3905171389	0.4485228329	-0.2959790406
46.677	583	0.1223672701	993.5274716334	0.4484651356	-0.2959475694
46.698	584	0.1223757340	992.6681812208	0.4484093457	-0.2959159789
46.734	585	0.1223901583	991.8082649594	0.4483496218	-0.2958892760
46.751	586	0.1223965956	990.9489745467	0.4482926397	-0.2958551822
46.777	587	0.1224070860	990.0928133781	0.4482333927	-0.2958294330
46.807	588	0.1224192454	989.2372780584	0.4481742649	-0.2957942662
46.838	589	0.1224315239	988.3842461338	0.4481194286	-0.2957588611
46.858	590	0.1224393918	987.5287108140	0.4480586319	-0.2957366881
46.880	591	0.1224484517	986.6800598311	0.4480012922	-0.2957236943
46.911	592	0.1224606110	985.8301571506	0.4479447870	-0.2956978259
46.935	593	0.1224702670	984.9840095630	0.4478885202	-0.2956731496
46.952	594	0.1224768235	984.1397395217	0.4478298693	-0.2956451354
46.983	595	0.1224894597	983.2942177829	0.4477718143	-0.2956171212
47.004	596	0.1224976851	982.4499477416	0.4477132826	-0.2955837426
47.026	597	0.1225066258	981.6050518516	0.4476564197	-0.2955529866
47.055	598	0.1225183083	980.7639110544	0.4475993185	-0.2955208001
47.085	599	0.1225299908	979.9221444084	0.4475420980	-0.2954912362
47.106	600	0.1225385739	979.0878879480	0.4474829702	-0.2954617915
47.132	601	0.1225488259	978.2473729996	0.4474264650	-0.2954346118
47.166	602	0.1225622965	977.4118648417	0.4473687677	-0.2954079089
47.185	603	0.1225701644	976.5719757421	0.4473111896	-0.2953782258
47.211	604	0.1225804164	975.7446036187	0.4472527771	-0.2953564105
47.226	605	0.1225862576	974.9128505536	0.4471961526	-0.2953158793
47.252	606	0.1225968672	974.0760906980	0.4471376209	-0.2952722487
47.277	607	0.1226066424	973.2474668770	0.4470831422	-0.2952383933
47.303	608	0.1226172520	972.4244756952	0.4470240144	-0.2952003655
47.336	609	0.1226302458	971.5920967813	0.4469672708	-0.2951624569
47.351	610	0.1226360871	970.7678539019	0.4469088582	-0.2951268134
47.375	611	0.1226457431	969.9442368713	0.4468515186	-0.2950862822
47.403	612	0.1226569487	969.1262524799	0.4467972783	-0.2950489697
47.426	613	0.1226662470	968.2951252636	0.4467395810	-0.2950142798
47.451	614	0.1226760222	967.4790184187	0.4466830758	-0.2949836430
47.479	615	0.1226873471	966.6641632714	0.4466262130	-0.2949450192
47.505	616	0.1226977183	965.8443013337	0.4465679196	-0.2949022230
47.526	617	0.1227059437	965.0250652447	0.4465114144	-0.2948634800
47.557	618	0.1227185799	964.2114617951	0.4464520482	-0.2948242602
47.584	619	0.1227294280	963.3941032525	0.4463937549	-0.2947853979
47.603	620	0.1227368190	962.5836290469	0.4463368920	-0.2947446284
47.627	621	0.1227465941	961.7700255972	0.4462790755	-0.2947043356
47.655	622	0.1227574422	960.9620547868	0.4462255505	-0.2946674999
47.677	623	0.1227665021	960.1534581276	0.4461684493	-0.2946245846
47.701	624	0.1227759196	959.3467390148	0.4461102752	-0.2945833382
47.725	625	0.1227854563	958.5381423556	0.4460552005	-0.2945448336
47.750	626	0.1227957083	957.7414368237	0.4459971455	-0.2945040640
47.774	627	0.1228050067	956.9322143157	0.4459411172	-0.2944653210
47.795	628	0.1228133513	956.1292502957	0.4458856848	-0.2944264587
47.819	629	0.1228232457	955.3287896710	0.4458300141	-0.2943902191
47.844	630	0.1228332593	954.5264514998	0.4457713631	-0.2943493303
47.867	631	0.1228423192	953.7360044560	0.4457137850	-0.2943155941
47.894	632	0.1228530480	952.9342921337	0.4456595448	-0.2942791161
47.919	633	0.1228629424	952.1363349042	0.4456006554	-0.2942388233
47.941	634	0.1228716447	951.3433844652	0.4455447463	-0.2942030605
47.958	635	0.1228785588	950.5523115726	0.4454895523	-0.2941751655
47.989	636	0.1228910758	949.7631162264	0.4454344777	-0.2941498932
48.010	637	0.1228994204	948.9670365433	0.4453777340	-0.2941218790
48.037	638	0.1229102685	948.1834738364	0.4453208712	-0.2940955337
48.060	639	0.1229193284	947.3886458509	0.4452625778	-0.2940659698
48.079	640	0.1229267194	946.6088382369	0.4452066687	-0.2940367636
48.100	641	0.1229354216	945.8240238323	0.4451502827	-0.2940131601
48.117	642	0.1229419782	945.0404611254	0.4450930622	-0.2939839538
48.157	643	0.1229580714	944.2556467209	0.4450360802	-0.2939554628
48.180	644	0.1229672505	943.4727098628	0.4449820784	-0.2939251836
48.200	645	0.1229751183	942.6979090391	0.4449254540	-0.2938949045
48.221	646	0.1229834630	941.9193531227	0.4448701408	-0.2938678440
48.241	647	0.1229914500	941.1420489038	0.4448130396	-0.2938381609
48.266	648	0.1230013444	940.3653705338	0.4447595146	-0.2938107427
48.292	649	0.1230117156	939.5861887685	0.4447003868	-0.2938056167
48.313	650	0.1230201795	938.8145171889	0.4446474579	-0.2937997755
48.345	651	0.1230331733	938.0415939117	0.4445902374	-0.2937865432
48.362	652	0.1230399682	937.2711740298	0.4445348051	-0.2937761720
48.384	653	0.1230486705	936.5007541478	0.4444771078	-0.2937641319
48.415	654	0.1230610682	935.7390961492	0.4444239404	-0.2937548336
48.439	655	0.1230704858	934.9599143839	0.4443663624	-0.2937441047
48.460	656	0.1230789496	934.1901203507	0.4443118837	-0.2937340911
48.485	657	0.1230887248	933.4284623521	0.4442570474	-0.2937247928
48.509	658	0.1230983808	932.6661785046	0.4441999462	-0.2937168058
48.531	659	0.1231073214	931.8988878667	0.4441439178	-0.2937079843
48.561	660	0.1231192424	931.1409849609	0.4440886047	-0.2936984476
48.582	661	0.1231275870	930.3768235670	0.4440330532	-0.2936908182
48.604	662	0.1231361701	929.6132880219	0.4439765480	-0.2936845001
48.629	663	0.1231461837	928.8585143601	0.4439208772	-0.2936799701
48.653	664	0.1231559588	928.1012373031	0.4438677099	-0.2936678108
48.668	665	0.1231619193	927.3445860949	0.4438139465	-0.2936604198
48.699	666	0.1231740787	926.5891865843	0.4437564876	-0.2936554130
48.724	667	0.1231842114	925.8325353761	0.4437011745	-0.2936587509
48.743	668	0.1231918408	925.0827685048	0.4436457422	-0.2936830696
48.773	669	0.1232038810	924.3248655990	0.4435893562	-0.2936865266
48.800	670	0.1232146098	923.5776021229	0.4435359504	-0.2936868843
48.828	671	0.1232255771	922.8303386468	0.4434808757	-0.2936911758
48.844	672	0.1232320144	922.0793200779	0.4434248473	-0.2936953481
48.874	673	0.1232440545	921.3333082994	0.4433689382	-0.2936934408
48.901	674	0.1232547833	920.5866706721	0.4433139827	-0.2936904605
